t_index                term    df
8494             mensching     1
8495                  cane     2
8496                enlist     4
8497            downstairs     2
8498                fulfil     2
8499              basilica     1
8500              burkhard     1
8501                 denny     1
8502            conception     1
8503               cherone     1
8504            immaculate     1
8505                cognac     1
8506                 louge     1
8507        second-largest     2
8508                outcry     1
8509             merchants     1
8510               striker    12
8511              zivkovic     2
8512              unloaded     6
8513             embattled     9
8514            barricades     1
8515              brutally     3
8516               untruth     2
8517            overturned     1
8518               bluntly     2
8519  opposition-controlled     5
8520               tobacco     3
8521                betray     2
8522                vranje     2
8523             balloting     8
8524           proclaiming     2
8525             majdanpek     1
8526            broadening     1
8527                  beta     7
8528              disperse    11
8529                copper     2
8530            escalating     1
8531             obrenovac     1
8532                 annul    11
8533              sainovic     2
8534               taliban    15
8535          firefighting     2
8536                franks    15
8537            fla.-based     2
8538                  jang     2
8539           jury-rigged     2
8540                 8,300     5
8541                 tommy     9
8542         urdu-language     2
8543             variation     2
8544          afghan-based     3
8545                 pavle     1
8546             liberated     1
8547               founded     1
8548                  1941     1
8549           restoration     2
8550            optimistic     9
8551                    62    19
8552              leposava     1
8553               dynasty     1
8554               romania     6
8555               members     6
8556               abolish     4
8557            aleksandar     6
8558        karadjordjevic     1
8559                  heir     9
8560             one-third     3
8561               defunct     1
8562           well-wisher     3
8563               evasive     1
8564               monarch     1
8565            two-thirds     5
8566              ancestor     3
8567               florist     1
8568              reliable     2
8569            plebiscite     2
8570               reclaim     5
8571              monarchy     1
8572         communist-run     1
8573               poverty    19
8574              bulgaria     3
8575            confiscate     1
8576        post-milosevic     1
8577             ancestral    25
8578           reactionary     1
8579             patriarch     1
8580                 1996.     1
8581             90-degree     1
8582          hospitalized     1
8583               reunion     2
8584         psychological     3
8585                camden     1
8586           accommodate     2
8587            amphibious     3
8588                smokey     1
8589                 flush     1
8590                upward     1
8591          well-trained     1
8592         confetti-like     1
8593                 buddy     1
8594                 sneak     3
8595                nemeth     1
8596            first-hand     1
8597            discipline    13
8598           19-year-old    11
8599                  chow     1
8600               21-foot     1
8601                  tray     1
8602          disintegrate     8
8603                 salah     2
8604               segment     3
8605               clarify     2
8606              disclose    12
8607       yemeni-american     1
8608           premeditate     1
8609               curious     9
8610             bilateral     8
8611            developing     2
8612               'letter     1
8613               staffer     2
8614              withhold     7
8615        appropriations     2
8616                r-ala.     1
8617              goodwill     4
8618             harboring     1
8619                   c.w     1
8620                r-fla.     1
8621                 sonny     1
8622            positively     3
8623              callahan     1
8624              petition    16
8625                  92nd     1
8626             proscribe     2
8627              currency     2
8628                   toy     2
8629                 labus     1
8630             falsified     1
8631             attending     1
8632              software     7
8633                stosic     2
8634                 backa     1
8635                 covic     3
8636             trajkovic     1
8637               palanka     3
8638              miroljub     1
8639         prefabricated     1
8640              politika     5
8641            kragujevac     2
8642            kursumlija     1
8643               recount    16
8644            accurately     1
8645                  disc     1
8646           functioning     4
8647              prevents     3
8648      public-transport     2
8649                 dinar     2
8650               170,000     1
8651              disrupts     3
8652            invitation     2
8653                import     4
8654               content    13
8655                voided     1
8656            statistics     2
8657                seethe     1
8658          second-round     6
8659           rebroadcast     2
8660         counterattack     4
8661                demote     2
8662               anxiety     3
8663              borislav     3
8664                 tadic     2
8665              amicable     1
8666                 organ     4
8667              postpone    11
8668                 zivko     1
8669                 frank    19
8670             jefferson    15
8671                   mel    67
8672                 hilly     6
8673                wooded     6
8674               sifford    16
8675               sheriff    14
8676              carnahan    66
8677            statehouse     4
8678              mcdonald     2
8679                litton     6
8680               lambert     2
8681           mississippi    13
8682                 rolla     9
8683                    66    16
8684  //www.gov.state.mo.us/bio.htm     1
8685                 'what     5
8686                holden     3
8687             treasurer     5
8688                  farm     9
8689         post-dispatch     5
8690                  kmov     5
8691                    ed    11
8692            nomination     9
8693        identification    23
8694             nachtigal     4
8695              illinois     5
8696                   tim    15
8697                  kemp     4
8698                  7:33     3
8699                   911     5
8700        implementation     4
8701              rearrest     1
8702                confer     1
8703         recrimination     1
8704               thrower     1
8705            recurrence     4
8706              friction     1
8707                sniper     1
8708                 _both     1
8709              firebomb     1
8710                musing     1
8711            militiaman     1
8712             repairing     1
8713            delegation     8
8714          tank-mounted     1
8715            checkpoint     2
8716              illusion     3
8717                  _the     3
8718          fact-finding     1
8719            informally     2
8720                gallup     3
8721                 stake    24
8722                  mute     9
8723                  mrs.    26
8724  uncharacteristically     2
8725              onlooker     7
8726               mindful     4
8727                 daley     7
8728               stumble    13
8729               newport     2
8730                 laura     4
8731                  pall     2
8732         neck-and-neck     3
8733             tennessee    11
8734                   woo     2
8735                 stool     2
8736             innsbrook     2
8737           uncommitted     2
8738              pre-dawn     3
8739           constituent     4
8740              demeanor     2
8741  theater-in-the-round     2
8742               feature    18
8743                  mock     5
8744          postponement     3
8745       town-hall-style     2
8746            registered     6
8747                random     6
8748   question-and-answer     4
8749               debates     3
8750            compelling     4
8751              face-off     2
8752               preview     2
8753                campus     2
8754            questioner     2
8755  //www.gov.state.mo.us     5
8756           68-year-old     3
8757                  ntsb     5
8758                   mum     2
8759                 zogby     3
8760               vacancy    11
8761                lawton     3
8762  //www.nga.org/subtocnga.htm     4
8763                cessna     7
8764              employee    46
8765                 noble     3
8766              overhead    13
8767  www.johnashcroft.com     2
8768        transportation    10
8769                dearly     3
8770              deadline    13
8771                   125     5
8772                 bekki     3
8773             governors     5
8774                chiles     3
8775  www.carnahan2000.com     2
8776                   335     6
8777               4-point     3
8778                 rainy     8
8779                shultz     3
8780             mickelson     3
8781                 foggy     4
8782             lightning     4
8783                    44    10
8784             wonderful     8
8785            six-seater     3
8786                vacant     3
8787                margin    24
8788           advertising     6
8789                 souce     1
8790                 ayres     1
8791                 hotly     9
8792                 susie     3
8793              airplane     7
8794                  silo     3
8795             gymnasium     3
8796           twin-engine     8
8797            non-yemeni     9
8798                stance     5
8799           bomb-making    11
8800              tomahawk     6
8801                   mar    20
8802             homegrown     2
8803      explosives-laden     3
8804             lucrative     2
8805             spotlight    14
8806               deposit     3
8807               mourner    10
8808                   37.     1
8809            visibility     8
8810                   44.     1
8811                 plain     4
8812              ex-saudi     1
8813               tugboat     1
8814                  pent     1
8815               descent     9
8816          investigated     1
8817            seven-term     2
8818                retake     7
8819            thoughtful     2
8820            excellence     2
8821           44-year-old     4
8822         distinguished     2
8823                duluth     1
8824                  haul     6
8825             22-member     3
8826                 dubai     5
8827                tarawa     2
8828               quigley     5
8829                marlin    15
8830            heavy-lift     9
8831                 2,100     1
8832             anchorage     2
8833                 usama     1
8834            conclusive     3
8835               trailer    13
8836            bombmaking     4
8837           destination     5
8838                  leap     4
8839                finger    10
8840               wrecked     5
8841           chamberlain     2
8842                horror     3
8843                relive     2
8844             painfully     1
8845               tangled     7
8846           vestigators     1
8847                   ann     6
8848              altitude     1
8849              piloting     1
8850              ashkroft     1
8851               err-r-r     1
8852               heardnb     1
8853                 panel    16
8854               carmody     4
8855               farrier     1
8856                 skill     8
8857                    f.    12
8858               partial     4
8859     cement-reinforced     1
8860                backup     2
8861      instrument-rated     2
8862    nighttime-in-cloud     1
8863               banking     3
8864               spreads     1
8865           challenging     1
8866             gyroscope     3
8867                 carol     6
8868                   rev    14
8869                 alike     9
8870               heading     3
8871           implication     3
8872              climbing     1
8873              mourning     3
8874                decrat     1
8875               rundown     1
8876                 nasty     2
8877                  roth    14
8878                nevada     7
8879                surnia     1
8880               abc.com     1
8881         establishment     5
8882               closhgs     1
8883                claire     3
8884           unscheduled     2
8885              studying     2
8886                overly     2
8887                somber     6
8888            unscripted     1
8889               gregory     1
8890             energetic     1
8891               fluster     2
8892                darken     3
8893          off-the-cuff     1
8894            hard-edged     1
8895               shipman     1
8896               showing     5
8897                cavern     1
8898            fbi-yemeni     1
8899             dissident     5
8900               moments     3
8901                   twa     1
8902                  poke     2
8903         metal-slicing     1
8904               o'neill     3
8905                 weird     3
8906                 swell    15
8907                 d.c..     1
8908                 bowel     2
8909               passage     7
8910            reinforced     1
8911               seventy     1
8912              heritage     2
8913             blowtorch     1
8914               fissure     1
8915                pilots     1
8916            inaccurate     3
8917                memory    13
8918              danforth     3
8919           disoriented     1
8920                  ill.     5
8921             hillsboro     1
8922                  cory     3
8923               cahokia     3
8924               clearer     3
8925              aviation     3
8926                  gyro     2
8927               terrain     2
8928              bartlett     1
8929                 isham     2
8930                unseat    11
8931             unusually     6
8932               calvert     1
8933                hickle     1
8934           chillicothe     1
8935              two-term    10
8936                unsafe     3
8937                 lapel     3
8938               oficial     1
8939           gyrocompass     1
8940                 parks     2
8941               traitor     1
8942                 hyena     2
8943            revelation     7
8944            kalemegdan     1
8945                  broz     1
8946          spin-doctors     1
8947           72-year-old     1
8948               villain     1
8949           superiority     2
8950                 djuro     1
8951          psychologist     3
8952               retiree     1
8953                 slobo     3
8954                vilify     4
8955             paranoiac     1
8956               lionize     1
8957                autumn     2
8958                helper     2
8959                   320     1
8960              basement     1
8961             breakdown     3
8962             shorthand     2
8963               soaking     1
8964                demise     6
8965               formula     3
8966         father-in-law     1
8967                  dupe     1
8968              katarina     1
8969           trebjesanin     1
8970                 loser     7
8971                upside     3
8972                funnel     3
8973             pensioner     1
8974                lapdog     1
8975                  coax     3
8976                 josip     1
8977               hobnobs     1
8978                repent     3
8979              euphoria     6
8980                 obrad     1
8981           grandfather     2
8982             campaigns     2
8983        hardest-fought     1
8984         three-fourths     1
8985               beloved     5
8986                ribbon     3
8987             dashboard     1
8988           replacement     8
8989                herwig     1
8990             authorize    12
8991              mourners     3
8992               horizon     5
8993             exemplary     1
8994  //www.johnashcroft.com     3
8995               dignity     8
8996              examiner     4
8997              145-mile     1
8998  //www.carnahan2000.com     3
8999         chrysanthemum     1
9000                   faa     1
9001           66-year-old     4
9002           distinguish     6
9003               shelton     6
9004                docked     1
9005            midsection     3
9006                  hugh     1
9007              diagnose     5
9008              endanger     4
9009               six-man     1
9010                edmund    25
9011             detention    10
9012             espionage    34
9013                  pope    64
9014                 shred     5
9015                 arise     4
9016               earmark     8
9017               notable     5
9018        confetti-sized     1
9019             exception     6
9020             barbarous     1
9021            explicitly     6
9022         well-financed     1
9023              headache     2
9024                 qaida     1
9025               imposed     2
9026                   sue    11
9027              physical    16
9028           reassurance     1
9029              good-bye     4
9030                 kelly     2
9031             o'donnell     3
9032          unsuspecting     1
9033               faraway     3
9034            melancholy     1
9035          western-made     1
9036               forgery     1
9037           underground     6
9038           campaigning     9
9039                stasio     1
9040               patriot     3
9041                   ted     3
9042              tensions     5
9043               harbour     1
9044                  hymn     4
9045              landlord     6
9046               pantaps     1
9047                 'cole     3
9048              chilling     4
9049                  moan     1
9050              nobleman     1
9051                wisnep     1
9052                 odium     1
9053                 mafia     3
9054        anti-communist     2
9055                stated     4
9056                   foe    16
9057                wisnip     1
9058        reconciliation    19
9059            yugaslavia     1
9060               pessage     1
9061               insight     1
9062              anti-war     8
9063          dictatorship    10
9064            campaigner     2
9065              autonomy     3
9066           reconstruct     2
9067                rudely     1
9068                 salay     1
9069               bloated     2
9070                 oklia     1
9071            responsive     2
9072              cynicism     6
9073             editorial    16
9074                rashid     2
9075                savage     1
9076               airline     2
9077              honolulu     1
9078          pan-american     4
9079              injured.     1
9080            terrorists     5
9081                  spar     3
9082             apprehend     4
9083                 qaeda     3
9084               immoral     1
9085            al-jazeera     3
9086                accent     2
9087           interviewer     4
9088             neighbors     2
9089                 forge     4
9090             genuinely     1
9091                  rent    10
9092               sternly     2
9093               bearded     6
9094                tenant     3
9095                 ayyam     1
9096              whippany     1
9097                   n.j     2
9098             signature     7
9099             incentive     5
9100         inappropriate     9
9101           bush-cheney     2
9102                 nagel     1
9103                 roman     7
9104             re-enlist     2
9105              vanquish     2
9106         montoursville     1
9107                visual     1
9108           controllers     1
9109            visitation     2
9110                  7:20     1
9111        football-sized     1
9112            controller     1
9113          quarter-mile     1
9114                  52nd     1
9115                  7:28     1
9116             ill-fated     1
9117                 1,600     2
9118            permission     3
9119                gehman    10
9120               vietnam    55
9121              parlance     3
9122             recovered     9
9123                harold    14
9124                at-sea     3
9125               1996-97     3
9126                   n.d     2
9127                crouch    12
9128              directer     1
9129               rodgers     2
9130              al-jihad     1
9131                replay     1
9132          afundamental     1
9133                paddle     1
9134          navigational     1
9135                 shear     2
9136                  data     4
9137             coastline     9
9138                  buck     9
9139             terminate     6
9140        unsatisfactory     4
9141               sincere     4
9142             sovereign     2
9143                 lapse    16
9144                 'this     4
9145            hadhramaut     6
9146             originate     5
9147            compliment     5
9148               invader     1
9149                  oman     4
9150       battle-hardened     2
9151            radicalize     1
9152               welding     4
9153                 rifai     3
9154              massacre     6
9155           al-islamiya     2
9156             bin-laden     1
9157              al-gamaa     2
9158               afghans     4
9159                  14th     2
9160                 hayat     2
9161                  taha     3
9162                hiding    16
9163                 luxor     2
9164                ransom     3
9165                hotbed     2
9166           steskically     1
9167           nonspecific     1
9168                  pete    38
9169                 chain    10
9170                   lar     1
9171               octopus     3
9172        military-style     1
9173          arab-looking     1
9174           convenience    12
9175           description     8
9176                  mold     1
9177                   c-4     4
9178                 blind     6
9179                   wep     1
9180                 yauns     1
9181                  jaed     1
9182               apology     8
9183                tanker     2
9184                    u.     2
9185                  gued     1
9186               buraika     1
9187                  seif     2
9188                 salim     2
9189              brightly     1
9190               militia     2
9191          occasionally    10
9192               accuses     2
9193                sarong     1
9194              thirteen     3
9195               murousi     1
9196            gladkovich     1
9197               collide     7
9198               firstly     1
9199                  tube    11
9200            commanders     2
9201                 sebek     4
9202                 fudge     1
9203               incense     3
9204                budnev     1
9205             mechanism     5
9206                 itogi     1
9207              veterans     2
9208               drastic     1
9209                 gulls     1
9210                priest    14
9211              leftover     4
9212              closable     1
9213                  ureg     1
9214               thirdly     1
9215                 alexe     1
9216                  sunk     1
9217                armory     3
9218               evanell     1
9219               biltera     1
9220                 pedro     1
9221               finding    15
9222        well-respected     1
9223                 avail     3
9224                  sear     1
9225             composite     3
9226                  katy     3
9227                  arms     2
9228                 hydra     1
9229                 zinny     1
9230                geeman     1
9231                sallah     1
9232                sketch    11
9233                 facts     1
9234              stranger     6
9235           mountainous     4
9236               abreast     1
9237         metal-cutters     1
9238                  pace    10
9239                convey     3
9240                shaped     3
9241               arsenal    10
9242               alabama     5
9243               roberts     8
9244           shortcoming     4
9245           susceptible     2
9246                    co     2
9247               charged     1
9248              sessions     1
9249                r-kan.     1
9250            husbanding     1
9251                  jeff     4
9252                 taint     8
9253               mansoob     1
9254                porous     1
9255               vetting     1
9256          infiltration     1
9257           re-election    19
9258               takeoff     1
9259               quartet     1
9260                  russ     1
9261                 11:11     1
9262           missourians     6
9263               caisson     1
9264                 danny     1
9265          processional     1
9266                 debra     2
9267        state-building     1
9268               cleaver     1
9269               stirrup     1
9270                   sob     2
9271              solemnly     1
9272              eagleton     1
9273               emanuel     1
9274             riderless     1
9275             long-time     4
9276              symphony     1
9277              eulogize     1
9278                eulogy     3
9279            procession     4
9280                marble     2
9281       daughter-in-law     2
9282                magers     1
9283                 widow    45
9284                 horse     6
9285              canonize     1
9286            rededicate     1
9287                 barry     1
9288               cluster     4
9289                moorin     1
9290              costello     1
9291              original    13
9292            news/peter     2
9293              hands-on     4
9294              jennings     2
9295             arlington     8
9296               serafin     1
9297                   rtj     1
9298              reassess     1
9299               harshly     3
9300             foreclose     1
9301              abundant     1
9302              denounce    13
9303              perceive     9
9304               novosti     2
9305                  aura     1
9306             southwest    19
9307               tabloid     2
9308                induce     2
9309             rejection     5
9310            graduation     2
9311             schroeder     6
9312              vecernje     2
9313                 rumor    30
9314               default     2
9315               gerhard     5
9316             passivity     1
9317               woodrow     2
9318               timocka     1
9319                aleksa     1
9320            chancellor     5
9321       winner-take-all     1
9322            inevitable    10
9323                 wrath     2
9324               zajecar     1
9325            percentage    12
9326              concedes     1
9327                djilas     1
9328                marija     1
9329                tricky     6
9330          scandinavian     1
9331          significance     5
9332            _refueling     2
9333         nongovernment     2
9334                 blend     4
9335                 11:18     3
9336                  r-va     1
9337              timeline     4
9338                 10:30     5
9339             workboats     1
9340           closed-door     6
9341             incorrect     2
9342                  foil     6
9343             erroneous     2
9344        //www.navy.mil     2
9345                native    18
9346                  4:18     3
9347               revised     4
9348              confirms     1
9349               blew-up     1
9350             untreated     2
9351             undermine    13
9352      ex-international     1
9353           deteriorate     7
9354             activists     1
9355               climate     3
9356                escort    10
9357          junta-backed     6
9358            supporters     9
9359              serenity     6
9360                   aly     3
9361            ineligible     1
9362              arrested     2
9363                origin    14
9364                  sama     3
9365                scores     2
9366                 cesar     2
9367             coulibaly     9
9368             dominique     1
9369           destabilize     3
9370                verbal     3
9371                drudge     1
9372               crystal     1
9373            censorship     2
9374                manual     2
9375         non-clearance     1
9376                   p.m     9
9377             announcer     2
9378            editorials     1
9379                  matt     1
9380                  joel     1
9381                  whet     1
9382                 11:30     5
9383              function    10
9384            expressing     2
9385             o'connell     1
9386         comprehensive     5
9387            typewriter     1
9388                 recur     1
9389                script     3
9390                semion     1
9391              revision     2
9392                  memo     5
9393                  phil     2
9394               charter     4
9395            separation     2
9396                 skiff    10
9397          nonchalantly     1
9398                   ply     1
9399                ragged     6
9400                 skirt     5
9401            contradict     5
9402                 dingy     1
9403        putt-putt-putt     1
9404          unchallenged     3
9405                 bravo     4
9406            procedures     1
9407              sequence     2
9408               raymond     4
9409              portside     1
9410         unthreatening     2
9411                mooney     1
9412                boater     1
9413              cleverly     1
9414               overtly     1
9415              midpoint     1
9416                impend     2
9417                payton     1
9418                subway     1
9419               nowhere     8
9420                 tyner     1
9421                  duel     3
9422             valentine     7
9423                 tides     1
9424              japanese    36
9425                detach     3
9426              all-star     1
9427            rosenfield     1
9428                 pearl     1
9429                yankee     1
9430                 benny     1
9431              metaphor     2
9432                 allot     1
9433                 marry     6
9434          subterranean     1
9435             marvelous     1
9436                   jay     2
9437              agbayani     1
9438                 selig     1
9439               pregame     1
9440                 bobby     5
9441            advertiser     1
9442            dishearten     2
9443             evolution     3
9444              york-new     1
9445                  shin     3
9446              investor    16
9447                simile     1
9448                played     1
9449         self-absorbed     1
9450                   fun     2
9451               brewers     1
9452                  timo     1
9453            standpoint     1
9454                 jason     1
9455               pastime     1
9456               flatter     1
9457                 thorn     1
9458                  shea     1
9459                 eerie     2
9460                 perez    13
9461            enterprise     4
9462                 alter     8
9463                  swab     1
9464               tarnish     1
9465               ivorian    20
9466                hobble     1
9467                 famed     2
9468               plaster     2
9469                snappy     1
9470                mutiny     7
9471             motorbike     1
9472                poster    10
9473                 unity    23
9474                 blare     1
9475              villager     6
9476              ivorians    18
9477               defaced     1
9478                lacina     1
9479                plague    10
9480              lanviara     1
9481           approaching     3
9482                 oasis     2
9483               korhogo     8
9484                 serga     8
9485            haraldseid     1
9486                 ocean    13
9487                  pipe     5
9488               regalia     2
9489              murmansk     5
9490             practical     7
9491            inspecting     1
9492                ii-era     5
9493             navrotsky     8
9494            neutralize     1
9495           penetration     2
9496                birger     1
9497                dygalo     2
9498              submerge     4
9499            hammerfest     1
9500         meteorologist     2
9501           preparatory     1
9502                 vadim     8
9503               thicker     3
9504              citywide     1
9505              mohammad     1
9506                 noman     1
9507                 nabil     1
9508               padlock     1
9509             excellent     2
9510                 san'a     2
9511            undercover     1
9512           al-sharjani     1
9513                  poet     1
9514             al-nizali     1
9515              predgrag     4
9516              five-day     4
9517            stefanovic     4
9518            truckloads     5
9519               blemish     1
9520           tranquility     3
9521           competition    12
9522                drissa     3
9523               turnout    27
9524                  pdci     6
9525                 dialo     3
9526                   rdr     5
9527             scheduled     2
9528           nonexistent     5
9529            disqualify     6
9530                  gale     6
9531                sturdy     2
9532           obstruction     2
9533             four-inch     2
9534              six-foot     2
9535                muffle     3
9536              steadily     4
9537       round-the-clock     2
9538               enlarge     2
9539               coating     2
9540              pilotted     1
9541          historically     3
9542                avents     1
9543                 ideal    11
9544            precarious     1
9545              two-inch     1
9546                 wreck     9
9547                 carve     9
9548             laborious     1
9549               reactor     5
9550               nonstop     4
9551                  tomb     1
9552             gradually     6
9553                 winds     3
9554             radiation     3
9555          undemocratic     3
9556                    58    21
9557                   pit    17
9558                    eg     1
9559        french-trained     1
9560              theodore     2
9561               nicolas     7
9562                unesco     1
9563                   fpi     2
9564                cocody     3
9565                 wodie     1
9566                dioulo     1
9567            multiparty     2
9568              entrench     2
9569            ethnically     5
9570            pronounced     6
9571              nicodeme     2
9572                batter     6
9573                gay-ee     3
9574                  cede     3
9575           jean-pierre     2
9576              divisive     3
9577               erosion     4
9578                albeit     4
9579                   zan     2
9580               upscale     3
9581            true-crime     2
9582      now-disqualified     2
9583               nassoue     2
9584        often-thuggish     2
9585            popularity    12
9586               bahg-bo     5
9587               funding    10
9588                  bema     2
9589                voters    10
9590               trickle     4
9591                  wane     2
9592              producer    10
9593                malice     2
9594              disorder     3
9595                miller     6
9596               zaharah     1
9597             corrugate     1
9598                 noise     6
9599               retrace     1
9600                 clerk     6
9601             walled-in     1
9602                nissan     3
9603            similarity     1
9604                 stree     1
9605        five-candidate    10
9606             outpolled    12
9607                 goran     6
9608         strikebreaker     3
9609             discredit     8
9610                   met     3
9611             committed     7
9612              outboard     3
9613                 motor    13
9614                rugged     5
9615                  shab     2
9616            al-musawah     3
9617                khaled     4
9618                  tirm     2
9619                 lahej     5
9620                 qatar    15
9621      four-wheel-drive     7
9622            hahdramaut     1
9623                holder     4
9624                 1950s     4
9625         arab-language     3
9626                  hint    10
9627              kandahar     3
9628              jihadist     2
9629              imminent     5
9630                outset     4
9631               assumed     2
9632                 shard     3
9633               medinat     2
9634            northerner     8
9635                seized     1
9636                 abobo     3
9637            christians    11
9638            light-blue     1
9639                  leon     2
9640                  sore     7
9641                adouby     1
9642                  thin     6
9643              alienate     1
9644          little-known     2
9645                adjame     2
9646            xenophobic     3
9647                  guie     3
9648              yopougon     5
9649            knife-edge     1
9650         working-class     6
9651               rivalry    10
9652             combative     1
9653                    75    10
9654                gbessi     1
9655               acronym     1
9656              frederic     1
9657           next-of-kin     1
9658              kathleen     4
9659                hankey     1
9660             smolinsky     1
9661           keedysville     1
9662              townsend     1
9663                  webb     1
9664            pallbearer     1
9665               126,683     2
9666              tabulate     3
9667          disqualified     1
9668                 40.40     2
9669                 51.35     2
9670               dakoury     1
9671         desire-paulin     1
9672               plummet     6
9673            prediction     4
9674               ballots     1
9675            incomplete     6
9676               dialect     1
9677            cautiously     2
9678             robertson     4
9679                mullah     1
9680                 rugds     1
9681                endear     1
9682                  crop     3
9683                  omah     1
9684                marked     3
9685                 wheat     1
9686                   hai     2
9687                   nic     1
9688             existence     5
9689               40-page     1
9690            propulsion     7
9691                edmond    32
9692              deep-sea     4
9693            submariner    10
9694                 hardy     2
9695             mathewson     2
9696              poignant     6
9697                 wyche     3
9698                slogan    12
9699           proactively     1
9700                 amaze     3
9701                  rick    19
9702             statewide     5
9703            politicize     3
9704                  1984     6
9705               hancock     1
9706              encircle     1
9707            first-term     1
9708              tasteful     2
9709         statistically     4
9710     missouri-columbia     1
9711           appointment    27
9712               trucker     2
9713               dilemma     4
9714           objectively     5
9715                  fray     4
9716             principal     5
9717               refrain     3
9718            pedestrian     3
9719             komersant     2
9720            noticeable     3
9721                postal     2
9722               plateau     3
9723                  luis     8
9724               teargas     4
9725               ramirez     5
9726                  honk     4
9727                 baboa     1
9728               caravan     3
9729                barbed     4
9730            suspension     3
9731                barent     3
9732             virginian     1
9733               ensulic     1
9734                 delta     9
9735               baghbel     1
9736       french-speaking     1
9737                clumsy     1
9738                foment     3
9739             ivoirians     4
9740          ethnocentric     2
9741                 felix     9
9742                16,317     1
9743            newscaster     1
9744            protesting     1
9745      houphouet-boigny     6
9746                honore     2
9747            southerner     4
9748               resigns     3
9749               spokane     1
9750              drafting     1
9751                 nader    12
9752            abuzaakouk     1
9753            shreveport     2
9754               heights     2
9755             boardings     1
9756                   d.c     1
9757                    mo     3
9758            accessible     1
9759             surrogate     4
9760               everett     1
9761             knoxville     5
9762               affairs    10
9763               oakland     1
9764            surrogates     2
9765                 wash.     2
9766                 stats     2
9767             embarrass     7
9768          jacksonville     2
9769              buchanan     7
9770             schedules     3
9771                 1,964     1
9772                   des     1
9773          coordinating     2
9774                 tenn.     7
9775              thinking     4
9776           deportation     3
9777             nashville     7
9778                moines     1
9779             pregnancy     1
9780                 miles     3
9781      american-islamic     1
9782          two-year-old     1
9783                   pac     1
9784                archer     1
9785                   la.     1
9786          cities/towns     3
9787             sensitive     8
9788                 ralph    10
9789               numbers     1
9790                 1,215     1
9791             d-sedalia     1
9792              freshman     5
9793                  bono     1
9794               legally     6
9795                  r-mo     1
9796              d-calif.     1
9797                 capps     1
9798                  lois     1
9799              r-calif.     1
9800              outpolls     4
9801    //www.centcom.mil/     2
9802            year-round     1
9803              incirlik     2
9804  //www.incirlik.af.mil     1
9805               prudent     6
9806              figuring     1
9807  //www.eucom.mil/operations/onw/index.htm     1
9808               receipt     7
9809  //www.centcom.mil/components/navcent_page.htm     2
9810                 u.s.s     1
9811           student-run     1
9812                 otpor     2
9813              counting     6
9814               regroup     5
9815                  buss     1
9816              nguessan     2
9817               153,000     2
9818                   mud    23
9819                 41.02     2
9820      director-general     2
9821             developed     1
9822                   3.6     2
9823                 sheik     5
9824               riviera     2
9825                  leaf     4
9826                   1.1     1
9827           territorial     1
9828             furniture     6
9829                  waft     2
9830             inability     9
9831              jubilant     9
9832               disband     6
9833                 bamba     3
9834                 52.72     2
9835               gunfire     9
9836                   afi     2
9837                    61     7
9838                d'etat     7
9839               custody    21
9840               gunboat     2
9841                moonie     1
9842               jakarta     1
9843              seperate     1
9844             threatcon     1
9845                   mik     1
9846               smoking     1
9847             locations     1
9848              hillside    18
9849               boarder     5
9850              shipping     3
9851               mansoon     1
9852                plenty     5
9853           investigats     1
9854              run-down     4
9855                 rober     3
